function_rank,function_share,cumulative_bugfix_share
48,0.0010801323162087356,0.005182689816014512
49,0.0011026350727964176,0.005182689816014512
50,0.0011251378293840996,0.005182689816014512
51,0.0011476405859717816,0.005182689816014512
52,0.0011701433425594634,0.005441824306815237
53,0.0011926460991471455,0.005441824306815237
54,0.0012151488557348275,0.005441824306815237
55,0.0012376516123225095,0.005441824306815237
56,0.0012601543689101915,0.005441824306815237
57,0.0012826571254978736,0.005441824306815237
58,0.0013051598820855554,0.005441824306815237
59,0.0013276626386732374,0.005700958797615963
60,0.0013501653952609194,0.005960093288416689
61,0.0013726681518486015,0.006219227779217414
62,0.0013951709084362835,0.0064783622700181395
63,0.0014176736650239655,0.006737496760818865
64,0.0014401764216116473,0.006867064006219227
65,0.0014626791781993294,0.007385332987820679
66,0.0014851819347870114,0.007514900233221042
67,0.0015076846913746934,0.007514900233221042
68,0.0015301874479623754,0.007644467478621405
69,0.0015526902045500575,0.007644467478621405
70,0.0015751929611377393,0.007644467478621405
71,0.0015976957177254213,0.007644467478621405
72,0.0016201984743131033,0.007644467478621405
73,0.0016427012309007854,0.007644467478621405
74,0.0016652039874884674,0.007644467478621405
75,0.0016877067440761494,0.007644467478621405
76,0.0017102095006638312,0.00881057268722467
77,0.0017327122572515132,0.00881057268722467
78,0.0017552150138391953,0.00881057268722467
79,0.0017777177704268773,0.00881057268722467
80,0.0018002205270145593,0.008940139932625032
81,0.0018227232836022414,0.008940139932625032
82,0.0018452260401899232,0.008940139932625032
83,0.0018677287967776052,0.008940139932625032
84,0.0018902315533652872,0.008940139932625032
85,0.0019127343099529692,0.008940139932625032
86,0.0019352370665406513,0.008940139932625032
87,0.0019577398231283333,0.008940139932625032
88,0.0019802425797160153,0.008940139932625032
89,0.0020027453363036973,0.00932884166882612
90,0.0020252480928913794,0.009458408914226484
91,0.002047750849479061,0.009717543405027208
92,0.002070253606066743,0.009847110650427572
93,0.002092756362654425,0.009847110650427572
94,0.002115259119242107,0.009847110650427572
95,0.002137761875829789,0.009847110650427572
96,0.002160264632417471,0.010365379632029024
97,0.002182767389005153,0.010624514122829748
98,0.002205270145592835,0.010754081368230112
99,0.002227772902180517,0.010754081368230112
100,0.002250275658768199,0.010754081368230112
101,0.0022727784153558812,0.010754081368230112
102,0.0022952811719435633,0.010883648613630474
103,0.0023177839285312453,0.010883648613630474
104,0.002340286685118927,0.010883648613630474
105,0.002362789441706609,0.010883648613630474
106,0.002385292198294291,0.010883648613630474
107,0.002407794954881973,0.010883648613630474
108,0.002430297711469655,0.010883648613630474
109,0.002452800468057337,0.0111427831044312
110,0.002475303224645019,0.011401917595231926
111,0.002497805981232701,0.011531484840632288
112,0.002520308737820383,0.011661052086032651
113,0.002542811494408065,0.011790619331433013
114,0.002565314250995747,0.011790619331433013
115,0.002587817007583429,0.011790619331433013
116,0.0026103197641711108,0.012568022803835191
117,0.002632822520758793,0.012568022803835191
118,0.002655325277346475,0.012568022803835191
119,0.002677828033934157,0.012956724540036279
120,0.002700330790521839,0.013086291785436641
121,0.002722833547109521,0.013086291785436641
122,0.002745336303697203,0.013086291785436641
123,0.002767839060284885,0.013086291785436641
124,0.002790341816872567,0.013086291785436641
125,0.002812844573460249,0.013086291785436641
126,0.002835347330047931,0.013086291785436641
127,0.002857850086635613,0.013086291785436641
128,0.0028803528432232947,0.013086291785436641
129,0.0029028555998109767,0.013086291785436641
130,0.0029253583563986587,0.013086291785436641
131,0.0029478611129863407,0.013086291785436641
132,0.0029703638695740228,0.013086291785436641
133,0.002992866626161705,0.013086291785436641
134,0.003015369382749387,0.013086291785436641
135,0.003037872139337069,0.013086291785436641
136,0.003060374895924751,0.013086291785436641
137,0.003082877652512433,0.013086291785436641
138,0.003105380409100115,0.013086291785436641
139,0.003127883165687797,0.013086291785436641
140,0.0031503859222754785,0.013086291785436641
141,0.0031728886788631606,0.013086291785436641
142,0.0031953914354508426,0.013086291785436641
143,0.0032178941920385246,0.013086291785436641
144,0.0032403969486262067,0.013086291785436641
145,0.0032628997052138887,0.013086291785436641
146,0.0032854024618015707,0.013086291785436641
147,0.0033079052183892527,0.01347499352163773
148,0.0033304079749769348,0.013734128012438455
149,0.003352910731564617,0.01399326250323918
150,0.003375413488152299,0.014122829748639544
151,0.003397916244739981,0.014252396994039906
152,0.0034204190013276624,0.014252396994039906
153,0.0034429217579153445,0.015029800466442084
154,0.0034654245145030265,0.015159367711842446
155,0.0034879272710907085,0.015159367711842446
156,0.0035104300276783905,0.015159367711842446
157,0.0035329327842660726,0.015159367711842446
158,0.0035554355408537546,0.015159367711842446
159,0.0035779382974414366,0.015418502202643172
160,0.0036004410540291187,0.015677636693443898
161,0.0036229438106168007,0.01580720393884426
162,0.0036454465672044827,0.01580720393884426
